Date,Adj Close,Close,High,Low,Open,Volume
1981-05-05,0.09668605,0.125558004,0.126115993,0.125558004,0.126115993,17539200
1981-05-06,0.094107933,0.122210003,0.122768,0.122210003,0.122768,18950400
1981-05-07,0.095396951,0.123884,0.124442004,0.123884,0.123884,9363200
1981-05-08,0.096256346,0.125,0.125558004,0.125,0.125,7907200
1981-05-11,0.094107933,0.122210003,0.122768,0.122210003,0.122768,11939200
1981-05-12,0.094107933,0.122210003,0.123884,0.122210003,0.122210003,4256000
1981-05-13,0.093678214,0.121652,0.123326004,0.121652,0.122210003,4905600
1981-05-14,0.092389166,0.119978003,0.121094003,0.119978003,0.121094003,4928000
1981-05-15,0.094537601,0.122768,0.124442004,0.122768,0.122768,4905600
1981-05-18,0.096256346,0.125,0.126115993,0.125,0.125,4166400
1981-05-19,0.094537601,0.122768,0.123326004,0.122768,0.123326004,25424000
1981-05-20,0.097545393,0.126673996,0.127790004,0.126673996,0.126673996,13283200
1981-05-21,0.103132106,0.133928999,0.134487003,0.133928999,0.133928999,32211200
1981-05-22,0.10785868,0.140066996,0.141183004,0.140066996,0.140066996,31427200
1981-05-26,0.107429035,0.139509007,0.140066996,0.139509007,0.140066996,85344000
1981-05-27,0.113444664,0.147321001,0.147879004,0.147321001,0.147321001,149497600
1981-05-28,0.113444664,0.147321001,0.147879004,0.147321001,0.147321001,73987200
1981-05-29,0.113874331,0.147879004,0.148438007,0.147879004,0.147879004,59382400
1981-06-01,0.113874331,0.147879004,0.148438007,0.147879004,0.147879004,51251200
1981-06-02,0.108288407,0.140625,0.141183004,0.140625,0.141183004,40432000
1981-06-03,0.108288407,0.140625,0.141740993,0.140625,0.140625,39446400
1981-06-04,0.110436834,0.143415004,0.143972993,0.143415004,0.143415004,56067200
1981-06-05,0.108718075,0.141183004,0.141740993,0.141183004,0.141740993,57680000
1981-06-08,0.104850866,0.136161,0.136719003,0.136161,0.136719003,93497600
1981-06-09,0.10699933,0.138951004,0.139509007,0.138951004,0.138951004,119593600
1981-06-10,0.108288407,0.140625,0.142298996,0.140625,0.140625,25222400
1981-06-11,0.113014929,0.146762997,0.147321001,0.146762997,0.146762997,38976000
1981-06-12,0.111725859,0.145089,0.145647004,0.145089,0.145647004,25804800
1981-06-15,0.111296199,0.144530997,0.145089,0.144530997,0.145089,143763200
1981-06-16,0.10914775,0.141740993,0.142298996,0.141740993,0.142298996,37251200
1981-06-17,0.107429035,0.139509007,0.140066996,0.139509007,0.140066996,27574400
1981-06-18,0.10699933,0.138951004,0.140066996,0.138951004,0.139509007,23049600
1981-06-19,0.103991516,0.135045007,0.135602996,0.135045007,0.135602996,27507200
1981-06-22,0.100123547,0.130022004,0.130579993,0.130022004,0.130579993,10841600
1981-06-23,0.101842329,0.132254004,0.133370996,0.132254004,0.132254004,15030400
1981-06-24,0.099264123,0.128905997,0.130022004,0.128905997,0.130022004,23027200
1981-06-25,0.101412602,0.131696001,0.132254004,0.131696001,0.131696001,24259200
1981-06-26,0.100123547,0.130022004,0.131137997,0.130022004,0.131137997,23788800
1981-06-29,0.09668605,0.125558004,0.126673996,0.125558004,0.126673996,10595200
1981-06-30,0.089380607,0.116071001,0.116628997,0.116071001,0.116628997,35907200
1981-07-01,0.08852119,0.114955001,0.115512997,0.114955001,0.115512997,170464000
1981-07-02,0.08852119,0.114955001,0.115512997,0.114955001,0.114955001,30284800
1981-07-06,0.085513346,0.111048996,0.112164997,0.111048996,0.112164997,16531200
1981-07-07,0.086372741,0.112164997,0.113280997,0.112164997,0.112164997,15836800
1981-07-08,0.08981023,0.116628997,0.117187999,0.116628997,0.116628997,16620800
1981-07-09,0.082935259,0.107701004,0.108259,0.107701004,0.108259,32883200
1981-07-10,0.076489128,0.099330001,0.099887997,0.099330001,0.099887997,55171200
1981-07-13,0.07820867,0.101562999,0.102121003,0.101562999,0.101562999,45740800
1981-07-14,0.081646182,0.106027,0.107143,0.106027,0.106027,19779200
1981-07-15,0.083794631,0.108817004,0.109375,0.108817004,0.108817004,10953600
1981-07-16,0.085943043,0.111607,0.112723,0.111607,0.111607,15232000
1981-07-17,0.088950872,0.115512997,0.116071001,0.115512997,0.115512997,19824000
1981-07-20,0.082935259,0.107701004,0.108259,0.107701004,0.108259,23654400
1981-07-21,0.082505554,0.107143,0.107701004,0.107143,0.107701004,31942400
1981-07-22,0.07777819,0.101003997,0.102121003,0.101003997,0.102121003,22668800
1981-07-23,0.07992743,0.103794999,0.104353003,0.103794999,0.103794999,34451200
1981-07-24,0.082505554,0.107143,0.107701004,0.107143,0.107143,28851200
1981-07-27,0.085943043,0.111607,0.112164997,0.111607,0.111607,17337600
1981-07-28,0.082935259,0.107701004,0.108259,0.107701004,0.108259,22848000
1981-07-29,0.081646182,0.106027,0.106585003,0.106027,0.106585003,15500800
1981-07-30,0.084653996,0.109932996,0.111048996,0.109932996,0.109932996,9900800
1981-07-31,0.085943043,0.111607,0.112164997,0.111607,0.111607,10953600
1981-08-03,0.085083708,0.110491,0.111607,0.110491,0.111607,12432000
1981-08-04,0.086372741,0.112164997,0.112723,0.112164997,0.112164997,31673600
1981-08-05,0.088950872,0.115512997,0.116071001,0.115512997,0.115512997,17494400
1981-08-06,0.086802408,0.112723,0.113280997,0.112723,0.113280997,10528000
1981-08-07,0.086802408,0.112723,0.113280997,0.112723,0.112723,9206400
1981-08-10,0.086802408,0.112723,0.112723,0.112723,0.112723,0
1981-08-11,0.084224284,0.109375,0.110491,0.109375,0.110491,71456000
1981-08-12,0.082505554,0.107143,0.107701004,0.107143,0.107701004,26275200
1981-08-13,0.07992743,0.103794999,0.104353003,0.103794999,0.104353003,27484800
1981-08-14,0.078638367,0.102121003,0.103237003,0.102121003,0.103237003,24192000
1981-08-17,0.076059453,0.098771997,0.099887997,0.098771997,0.099887997,18905600
1981-08-18,0.074340694,0.096539997,0.097655997,0.096539997,0.097655997,17001600
1981-08-19,0.073481314,0.095423996,0.096539997,0.095423996,0.096539997,20675200
1981-08-20,0.074340694,0.096539997,0.097098,0.096539997,0.096539997,17113600
1981-08-21,0.069184445,0.089844003,0.090960003,0.089844003,0.090960003,41910400
1981-08-24,0.064886786,0.084262997,0.084821001,0.084262997,0.084821001,23072000
1981-08-25,0.066606328,0.086496003,0.087053999,0.086496003,0.086496003,40700800
1981-08-26,0.065316483,0.084821001,0.085378997,0.084821001,0.085378997,33600000
1981-08-27,0.065746203,0.085378997,0.085937999,0.085378997,0.085378997,25916800
1981-08-28,0.069184445,0.089844003,0.090402,0.089844003,0.089844003,38035200
1981-08-31,0.069184445,0.089844003,0.090402,0.089844003,0.089844003,40947200
1981-09-01,0.073481314,0.095423996,0.095982,0.095423996,0.095423996,37027200
1981-09-02,0.074770376,0.097098,0.097655997,0.097098,0.097098,19376000
1981-09-03,0.070903197,0.092076004,0.093192004,0.092076004,0.093192004,37475200
1981-09-04,0.070043862,0.090960003,0.091518,0.090960003,0.091518,15254400
1981-09-08,0.067895405,0.088169999,0.088728003,0.088169999,0.088728003,25446400
1981-09-09,0.067895405,0.088169999,0.088728003,0.088169999,0.088169999,30531200
1981-09-10,0.068325035,0.088728003,0.089286,0.088728003,0.088728003,34809600
1981-09-11,0.067465685,0.087612003,0.088169999,0.087612003,0.088169999,17539200
1981-09-14,0.065316483,0.084821001,0.085378997,0.084821001,0.085378997,27686400
1981-09-15,0.063597739,0.082589,0.083146997,0.082589,0.083146997,19510400
1981-09-16,0.062308643,0.080914997,0.081473,0.080914997,0.081473,19353600
1981-09-17,0.060589883,0.078682996,0.079241,0.078682996,0.079241,19376000
1981-09-18,0.061019596,0.079241,0.079798996,0.079241,0.079241,26320000
1981-09-21,0.0614493,0.079798996,0.080357,0.079798996,0.079798996,49033600
1981-09-22,0.05801177,0.075335003,0.075893,0.075335003,0.075893,47420800
1981-09-23,0.056722708,0.073661,0.074777,0.073661,0.074777,28201600
1981-09-24,0.056293011,0.073103003,0.073661,0.073103003,0.073661,18300800
1981-09-25,0.048987549,0.063616,0.064732,0.063616,0.064732,34608000
1981-09-28,0.049417235,0.064173996,0.064732,0.064173996,0.064173996,91728000
1981-09-29,0.051995356,0.067521997,0.068080001,0.067521997,0.067521997,94684800
1981-09-30,0.05242506,0.068080001,0.068637997,0.068080001,0.068080001,49996800
1981-10-01,0.05242506,0.068080001,0.068637997,0.068080001,0.068080001,61129600
1981-10-02,0.056722708,0.073661,0.074219003,0.073661,0.073661,45046400
1981-10-05,0.058441475,0.075893,0.077009,0.075893,0.075893,43097600
1981-10-06,0.05801177,0.075335003,0.075893,0.075335003,0.075893,28358400
1981-10-07,0.0614493,0.079798996,0.080914997,0.079798996,0.079798996,38841600
1981-10-08,0.063597739,0.082589,0.083146997,0.082589,0.082589,31091200
1981-10-09,0.064027421,0.083146997,0.084262997,0.083146997,0.083146997,54521600
1981-10-12,0.066176631,0.085937999,0.086496003,0.085937999,0.085937999,27350400
1981-10-13,0.066176631,0.085937999,0.087053999,0.085937999,0.085937999,44195200
1981-10-14,0.062308643,0.080914997,0.081473,0.080914997,0.081473,30979200
1981-10-15,0.063597739,0.082589,0.083146997,0.082589,0.082589,29433600
1981-10-16,0.062738344,0.081473,0.082030997,0.081473,0.082030997,36467200
1981-10-19,0.064027421,0.083146997,0.083705001,0.083146997,0.083146997,20585600
1981-10-20,0.067465685,0.087612003,0.088169999,0.087612003,0.087612003,35728000
1981-10-21,0.067465685,0.087612003,0.088169999,0.087612003,0.087612003,76899200
1981-10-22,0.06703601,0.087053999,0.087612003,0.087053999,0.087612003,32278400
1981-10-23,0.065316483,0.084821001,0.085378997,0.084821001,0.085378997,27910400
1981-10-26,0.065316483,0.084821001,0.085378997,0.084821001,0.084821001,27283200
1981-10-27,0.066606328,0.086496003,0.087612003,0.086496003,0.086496003,85590400
1981-10-28,0.068754785,0.089286,0.089844003,0.089286,0.089286,44172800
1981-10-29,0.067895405,0.088169999,0.088728003,0.088169999,0.088728003,30486400
1981-10-30,0.068754785,0.089286,0.089844003,0.089286,0.089286,52729600
1981-11-02,0.068754785,0.089286,0.089844003,0.089286,0.089286,36915200
1981-11-03,0.067895405,0.088169999,0.088728003,0.088169999,0.088728003,28380800
1981-11-04,0.066176631,0.085937999,0.086496003,0.085937999,0.086496003,23811200
1981-11-05,0.0614493,0.079798996,0.080357,0.079798996,0.080357,23363200
1981-11-06,0.061878968,0.080357,0.080914997,0.080357,0.080357,24595200
1981-11-09,0.062738344,0.081473,0.082030997,0.081473,0.081473,20384000
1981-11-10,0.063168027,0.082030997,0.082589,0.082030997,0.082030997,16755200
1981-11-11,0.064886786,0.084262997,0.084821001,0.084262997,0.084262997,27440000
1981-11-12,0.06703601,0.087053999,0.087612003,0.087053999,0.087053999,39916800
1981-11-13,0.062308643,0.080914997,0.081473,0.080914997,0.081473,21011200
1981-11-16,0.0614493,0.079798996,0.080357,0.079798996,0.080357,22556800
1981-11-17,0.062738344,0.081473,0.082030997,0.081473,0.081473,35414400
1981-11-18,0.064886786,0.084262997,0.084821001,0.084262997,0.084262997,29142400
1981-11-19,0.064886786,0.084262997,0.084821001,0.084262997,0.084262997,40006400
1981-11-20,0.065316483,0.084821001,0.085378997,0.084821001,0.084821001,38102400
1981-11-23,0.062308643,0.080914997,0.082030997,0.080914997,0.082030997,22960000
1981-11-24,0.061878968,0.080357,0.080914997,0.080357,0.080914997,22153600
1981-11-25,0.063168027,0.082030997,0.082589,0.082030997,0.082030997,52550400
1981-11-27,0.064886786,0.084262997,0.084821001,0.084262997,0.084262997,37251200
1981-11-30,0.064027421,0.083146997,0.083705001,0.083146997,0.083705001,23968000
1981-12-01,0.064027421,0.083146997,0.083705001,0.083146997,0.083146997,23385600
1981-12-02,0.064457119,0.083705001,0.084262997,0.083705001,0.083705001,37564800
1981-12-03,0.063597739,0.082589,0.083146997,0.082589,0.083146997,20428800
1981-12-04,0.065316483,0.084821001,0.085378997,0.084821001,0.084821001,137155200
1981-12-07,0.065746203,0.085378997,0.085937999,0.085378997,0.085378997,59292800
1981-12-08,0.064457119,0.083705001,0.084821001,0.083705001,0.084821001,50624000
1981-12-09,0.064886786,0.084262997,0.084821001,0.084262997,0.084262997,34272000
1981-12-10,0.064886786,0.084262997,0.084821001,0.084262997,0.084262997,37408000
1981-12-11,0.064457119,0.083705001,0.084821001,0.083705001,0.084262997,76092800
1981-12-14,0.062308643,0.080914997,0.082030997,0.080914997,0.082030997,25244800
1981-12-15,0.064027421,0.083146997,0.083705001,0.083146997,0.083146997,31315200
1981-12-16,0.06703601,0.087053999,0.087612003,0.087053999,0.087053999,65452800
1981-12-17,0.072621949,0.094307996,0.094866,0.094307996,0.094307996,51452800
1981-12-18,0.078638367,0.102121003,0.102678999,0.102121003,0.102121003,71724800
1981-12-21,0.075200059,0.097655997,0.098214,0.097655997,0.098214,56403200
1981-12-22,0.076489128,0.099330001,0.099887997,0.099330001,0.099330001,53827200
1981-12-23,0.074770376,0.097098,0.097655997,0.097098,0.097655997,28896000
1981-12-24,0.075200059,0.097655997,0.098214,0.097655997,0.097655997,28918400
1981-12-28,0.071762592,0.093192004,0.094307996,0.093192004,0.094307996,36579200
1981-12-29,0.073051631,0.094866,0.095982,0.094866,0.094866,24236800
1981-12-30,0.076059453,0.098771997,0.099330001,0.098771997,0.098771997,32188800
1981-12-31,0.076059453,0.098771997,0.099330001,0.098771997,0.098771997,54656000
1982-01-04,0.075629778,0.098214,0.098771997,0.098214,0.098771997,71254400
1982-01-05,0.071762592,0.093192004,0.094307996,0.093192004,0.094307996,35840000
1982-01-06,0.070903197,0.092076004,0.092634,0.092076004,0.092634,66080000
1982-01-07,0.065316483,0.084821001,0.085937999,0.084821001,0.085937999,70044800
1982-01-08,0.068325035,0.088728003,0.089286,0.088728003,0.088728003,56604800
1982-01-11,0.064027421,0.083146997,0.083705001,0.083146997,0.083705001,33331200
1982-01-12,0.061878968,0.080357,0.080914997,0.080357,0.080914997,59920000
1982-01-13,0.0614493,0.079798996,0.080357,0.079798996,0.080357,41753600
1982-01-14,0.064457119,0.083705001,0.084262997,0.083705001,0.083705001,25715200
1982-01-15,0.068754785,0.089286,0.090402,0.089286,0.089286,46704000
1982-01-18,0.070043862,0.090960003,0.092076004,0.090960003,0.090960003,28000000
1982-01-19,0.068325035,0.088728003,0.089844003,0.088728003,0.089844003,55507200
1982-01-20,0.069614157,0.090402,0.090960003,0.090402,0.090402,25827200
1982-01-21,0.070903197,0.092076004,0.092634,0.092076004,0.092076004,33331200
1982-01-22,0.071332887,0.092634,0.093192004,0.092634,0.092634,24259200
1982-01-25,0.069184445,0.089844003,0.090402,0.089844003,0.090402,44710400
1982-01-26,0.066606328,0.086496003,0.087612003,0.086496003,0.087612003,21212800
1982-01-27,0.06703601,0.087053999,0.088169999,0.087053999,0.087053999,31360000
1982-01-28,0.069184445,0.089844003,0.090402,0.089844003,0.089844003,39603200
1982-01-29,0.070043862,0.090960003,0.091518,0.090960003,0.090960003,53155200
1982-02-01,0.069184445,0.089844003,0.090960003,0.089844003,0.090960003,38528000
1982-02-02,0.069614157,0.090402,0.091518,0.090402,0.090402,54275200
1982-02-03,0.069614157,0.090402,0.090960003,0.090402,0.090402,31472000
1982-02-04,0.067895405,0.088169999,0.088728003,0.088169999,0.088728003,22041600
1982-02-05,0.067895405,0.088169999,0.088728003,0.088169999,0.088169999,40297600
1982-02-08,0.063597739,0.082589,0.083146997,0.082589,0.083146997,31696000
1982-02-09,0.063597739,0.082589,0.083146997,0.082589,0.082589,57904000
1982-02-10,0.064457119,0.083705001,0.084262997,0.083705001,0.083705001,38796800
1982-02-11,0.063597739,0.082589,0.083146997,0.082589,0.083146997,24528000
1982-02-12,0.064457119,0.083705001,0.084262997,0.083705001,0.083705001,19644800
1982-02-16,0.063168027,0.082030997,0.082589,0.082030997,0.082589,34316800
1982-02-17,0.064027421,0.083146997,0.083705001,0.083146997,0.083146997,25580800
1982-02-18,0.064886786,0.084262997,0.084821001,0.084262997,0.084262997,28380800
1982-02-19,0.064457119,0.083705001,0.084262997,0.083705001,0.084262997,13596800
1982-02-22,0.063597739,0.082589,0.083146997,0.082589,0.083146997,26633600
1982-02-23,0.062738344,0.081473,0.082030997,0.081473,0.082030997,34540800
1982-02-24,0.063168027,0.082030997,0.082589,0.082030997,0.082030997,37945600
1982-02-25,0.062738344,0.081473,0.082030997,0.081473,0.082030997,30800000
1982-02-26,0.062738344,0.081473,0.082030997,0.081473,0.081473,17427200
1982-03-01,0.063168027,0.082030997,0.082589,0.082030997,0.082030997,35302400
1982-03-02,0.063168027,0.082030997,0.082589,0.082030997,0.082030997,34809600
1982-03-03,0.063168027,0.082030997,0.082589,0.082030997,0.082030997,23654400
1982-03-04,0.061878968,0.080357,0.080914997,0.080357,0.080914997,38371200
1982-03-05,0.057152409,0.074219003,0.074777,0.074219003,0.074777,45315200
1982-03-08,0.056293011,0.073103003,0.073661,0.073103003,0.073661,35145600
1982-03-09,0.056722708,0.073661,0.074219003,0.073661,0.073661,52505600
1982-03-10,0.055863343,0.072544999,0.073103003,0.072544999,0.073103003,86934400
1982-03-11,0.055863343,0.072544999,0.073661,0.072544999,0.072544999,22579200
1982-03-12,0.05242506,0.068080001,0.068637997,0.068080001,0.068637997,46547200
1982-03-15,0.051995356,0.067521997,0.068080001,0.067521997,0.068080001,51363200
1982-03-16,0.051135983,0.066405997,0.066964,0.066405997,0.066964,47152000
1982-03-17,0.048557848,0.063057996,0.063616,0.063057996,0.063616,50489600
1982-03-18,0.05242506,0.068080001,0.068637997,0.068080001,0.068080001,56336000
1982-03-19,0.057152409,0.074219003,0.074777,0.074219003,0.074219003,65811200
1982-03-22,0.0614493,0.079798996,0.080357,0.079798996,0.079798996,69193600
1982-03-23,0.060589883,0.078682996,0.079241,0.078682996,0.079241,55955200
1982-03-24,0.057152409,0.074219003,0.074777,0.074219003,0.074777,51609600
1982-03-25,0.056722708,0.073661,0.074219003,0.073661,0.074219003,84112000
1982-03-26,0.055863343,0.072544999,0.073103003,0.072544999,0.073103003,50780800
1982-03-29,0.057152409,0.074219003,0.074777,0.074219003,0.074219003,67603200
1982-03-30,0.05801177,0.075335003,0.075893,0.075335003,0.075335003,77952000
1982-03-31,0.05801177,0.075335003,0.075893,0.075335003,0.075335003,50153600
1982-04-01,0.061019596,0.079241,0.079798996,0.079241,0.079241,59136000
1982-04-02,0.061019596,0.079241,0.079798996,0.079241,0.079241,84806400
1982-04-05,0.061019596,0.079241,0.079798996,0.079241,0.079241,86643200
1982-04-06,0.060589883,0.078682996,0.079241,0.078682996,0.079241,71590400
1982-04-07,0.059730541,0.077567004,0.078125,0.077567004,0.078125,29097600
1982-04-08,0.06016022,0.078125,0.078682996,0.078125,0.078125,23990400
1982-04-12,0.059730541,0.077567004,0.078682996,0.077567004,0.078125,44307200
1982-04-13,0.055003956,0.071428999,0.071987003,0.071428999,0.071987003,85299200
1982-04-14,0.055433653,0.071987003,0.072544999,0.071987003,0.071987003,113590400
1982-04-15,0.056293011,0.073103003,0.073661,0.073103003,0.073103003,164281600
1982-04-16,0.05801177,0.075335003,0.075893,0.075335003,0.075335003,104048000
1982-04-19,0.056722708,0.073661,0.074777,0.073661,0.074777,41283200
1982-04-20,0.054144565,0.070312999,0.070871003,0.070312999,0.070871003,80550400
1982-04-21,0.05371413,0.069753997,0.070312999,0.069753997,0.070312999,73024000
1982-04-22,0.052854724,0.068637997,0.069196001,0.068637997,0.069196001,52595200
1982-04-23,0.052854724,0.068637997,0.069196001,0.068637997,0.068637997,48294400
1982-04-26,0.054144565,0.070312999,0.070871003,0.070312999,0.070312999,57926400
1982-04-27,0.05242506,0.068080001,0.068637997,0.068080001,0.068637997,70268800
1982-04-28,0.05027663,0.065289997,0.065848,0.065289997,0.065848,99232000
1982-04-29,0.05027663,0.065289997,0.065848,0.065289997,0.065289997,82230400
1982-04-30,0.050706301,0.065848,0.066405997,0.065848,0.065848,277401600
1982-05-03,0.05242506,0.068080001,0.068637997,0.068080001,0.068080001,82700800
